-DOCSTART- 0
·s PRO^RFL^3^SG
al P+D 
portal N 
axí ADV 
con C 
a P 
hom N 
qui C 
esperava VBDI^3^SG
més ADV 
la D 
mort N 
que C 
la D 
vida N 
. .

E CONJ 
·l D 
fenèvol N
que C 
feÿa VBDI^3^SG 
de P 
grans ADJ 
errades N
, PUNC 
e CONJ 
pel P+D 
pols N 
que C 
era VBDI^3^SG
gran ADJ 
de P 
la D 
terra N 
que C 
havia VBDI^3^SG
moguda VNI
el D 
fenèvol N 
, PUNC 
entrà VBDI^3^SG 
-se PRO^RFL^3^SG
·n PRO^ADV 
bé ADV 
tro P 
als P+D 
ginols N 
. .

E CONJ 
durà VBDI^3^SG
la D 
batayla N 
, PUNC 
que C 
no NEG 
pujà VBDI^3^SG
negú D^Q
. .

E CONJ 
sí ADV 
y PRO^ADV 
havia VBDI^3^SG
bon ADJ 
pujador N 
e CONJ 
qui C 
fer VB 
-ho PRO^A^NTR 
volgués VBDS^3^SG
. .

Havia VBDI^3^SG 
·i· NUM 
escuder N 
, PUNC 
lo D 
nom N 
del P+D 
qual C 
a P 
nós PRO^1^PL 
no NEG 
membre VBPI^3^SG 
, PUNC 
mas CONJ 
cream VBDI^1^PL 
que C 
era VBDI^3^SG
Don DPR 
Pero NPR 
Garçés NPR 
d’ P 
Elfaro NPR 
, PUNC 
e CONJ 
hac VBDI^3^SG 
-se PRO^RFL^3^PL
vestit VNI
·i· NUM 
gonió N 
e CONJ 
·i· NUM 
capel N 
de P 
ferre N 
en P 
lo D 
cap N 
e CONJ 
l’ D 
espaa N 
FOL8r FOL 
en P 
la D 
mà N
; ; 
e CONJ 
veé VBDI^3^SG
que C 
la D 
batayla N 
anava VBDI^3^SG 
cessan VG 
, PUNC 
moch VBDI^3^SG
-se PRO^RFL^3^PL
tant ADV 
con C 
los D 
peus N 
lo D 
pogren VBDI^3^PL 
levar VB 
, PUNC 
e CONJ 
començà VBDI^3^SG 
a P 
pujar VB 
, PUNC 
sí ADV 
que C 
Don DPR 
Pero NPR 
Gomes NPR 
no NEG 
li PRO^D^3^SG 
pòc VBDI^3^SG
vedar VB 
lo D 
pujar VB 
, PUNC 
e CONJ 
près VBDI^3^SG 
-li PRO^D^3^SG
així ADV 
, PUNC 
que C 
anch ADV 
Don DPR 
Pero NPR 
Gomes NPR 
no NEG 
·s PRO^RFL^3^SG
pòch VBDI^3^SG 
levar VB 
, PUNC 
tant ADV 
era VBDI^3^SG
soterrat VNI
en P 
la D 
terra N 
del P+D 
mur N 
. .

E CONJ 
així ADV 
pujaren VBDI^3^PL 
aquels D^DEM 
de P 
la D 
ost N 
, PUNC 
e CONJ 
fo VBDI^3^SG 
pres VNI
lo D 
castel N 
. .

E CONJ 
cobram VBDI^1^PL 
Don DPR 
Pero NPR 
d’ P 
Alvero NPR
, PUNC 
que C 
y PRO^ADV 
era VBDI^3^SG
pres VNI
. .

E CONJ 
Don DPR 
Rodrigo NPR 
Liçana NPR 
era VBDI^3^SG
amich N
de P 
Don DPR 
Pero NPR 
Ferrandes NPR 
d’ P 
Açagra NPR 
, PUNC 
e CONJ 
parlà VBDI^3^SG
ab P 
Don DPR 
Pero NPR 
Ferràndez NPR
que C 
l’ PRO^A^3^SG
emparàs VBDS^3^SG 
de P 
la D 
guerra N 
, PUNC 
e CONJ 
que C 
s’ PRO^RFL^3^SG
espidaria VBPC^3^SG 
de P 
nós PRO^1^PL 
, PUNC 
e CONJ 
que C 
él PRO^3^SG 
li PRO^D^3^SG 
donàs VBDS^3^SG
torn N
en P 
Santa ADJ 
Maria NPR 
d’ P 
Elbarrazí NPR 
. .

E CONJ 
així ADV 
con C 
Don DPR 
Pero NPR 
Feràndez NPR
era VBDI^3^SG
ab P 
nós PRO^1^PL 
a P 
l’ D 
entrar VB 
que C 
nós PRO^1^PL 
faem VBDI^1^PL
en P 
Aragó NPR 
, PUNC 
acuylí VBDI^3^SG
Don DPR 
Rodrigo NPR 
, PUNC 
e CONJ 
espediren VBDI^3^PL 
-se PRO^RFL^3^PL
de P 
nós PRO^1^PL 
e CONJ 
faeren VBDI^3^PL 
-nos PRO^D^1^PL
mal N 
d’ P 
aquela D^DEM 
hora N 
aenant ADV 
. .

E CONJ 
Don DPR 
Pero NPR 
Aunés NPR 
e CONJ 
son D^POS
bando N 
acostaren VBDI^3^PL 
-se PRO^RFL^3^PL
a P 
nós PRO^1^PL 
e CONJ 
foren VBDI^3^PL 
ab P 
nós PRO^1^PL 
a P 
la D 
presó N
d’ P 
aquests D^DEM
·ii· NUM 
castels N 
; ; 
e CONJ 
puys ADV 
Don DPR 
Examèn NPR 
Corneyl NPR 
, PUNC 
qui C 
era VBDI^3^SG
major ADJ 
, PUNC 
levat P 
nostre D^POS 
oncle N 
, PUNC 
Don DPR 
Fferrando NPR 
, PUNC 
per P 
ço PRO 
car C 
pus ADV 
sabia VBDI^3^SG 
que C 
·ls D 
altres PRO^Q 
, PUNC 
e CONJ 
foren VBDI^3^PL 
de P 
la D 
nostra D^POS
part N 
aquest D^DEM 
bando N 
. .

E CONJ 
fo VBDI^3^SG 
parlat VNI 
matrimoni N 
de P 
la D 
neboda N 
de P 
Don DPR 
Exemèn NPR 
Corneyl NPR 
, PUNC 
sor N 
de P 
Don DPR 
Pero NPR 
Corneyl NPR 
, PUNC 
que C 
la D 
presés VBDS^3^SG 
per P 
muyler N 
Don DPR 
Pero NPR 
Aonés NPR 
. .

E CONJ 
ab P 
aytant ADV 
manam VBDI^1^PL
nostra D^POS
ost N
a P 
l’ D 
estiu N 
aenant ADV 
e CONJ 
anam VBDI^1^PL
sobre P 
Albarrezí NPR 
. .

mesem VBDI^1^PL 
nostre D^POS 
seti N 
sobre P 
la D 
torra N 
de P 
l’ D 
Andador NPR 
, PUNC 
en P 
una D 
serreta N
que C 
·s PRO^RFL^3^SG
fa VBPI^3^SG 
sobre P 
aquela D^DEM 
torre N 
. .

E CONJ 
creem VBPI^1^PL 
que C 
estiguem VBPS^1^PL
en P 
aquel D^DEM 
siti N 
nós PRO^1^PL 
entorn P
de P 
·ii· NUM 
mesos N 
, PUNC 
o CONJ 
poch ADV
més ADV 
o CONJ 
poch ADV
meyns ADV
. .

E CONJ 
faem VBDI^1^PL
aquí ADV 
·i· NUM 
almanjanech N
que C 
tirava VBPI^3^SG
a P 
la D 
torra N 
de P 
l’ D 
Endador NPR 
, PUNC 
e CONJ 
cledas N 
denant P 
lo D 
fenèvol N
. .

E CONJ 
dins ADV 
en P 
la D 
vila N 
havia VBDI^3^SG
bé ADV 
·cl· NUM 
cavalers N 
, PUNC 
entre P 
castelans N 
e CONJ 
aragoneses N 
e CONJ 
navarres N
. .

E CONJ 
eren VBDI^3^PL 
laÿns ADV 
per P 
caps N 
Don DPR 
Pero NPR 
Fferrandes NPR 
, PUNC 
de P 
qui C 
era VBDI^3^SG
·l D 
loch N 
, PUNC 
e CONJ 
Don DPR 
Rodrigo NPR 
Liçana NPR 
. .

E CONJ 
ab P 
nós PRO^1^PL 
eren VBDI^3^PL 
Don DPR 
Exemèn NPR 
Cornel NPR 
, PUNC 
e CONJ 
En DPR 
Pero NPR 
Corneyl NPR 
, PUNC 
e CONJ 
En DPR 
Guillem NPR 
de P 
Cervera NPR 
, PUNC 
e CONJ 
Don DPR 
Vales NPR 
, PUNC 
e CONJ 
Don DPR 
Pero NPR 
Aonés NPR 
, PUNC 
e CONJ 
Don DPR 
Palegrí NPR 
, PUNC 
son D^POS 
frare N 
, PUNC 
e CONJ 
Don DPR 
Guillem NPR 
de P 
Puyo NPR 
, PUNC 
pare N 
d’ P 
aquest D^DEM 
Guillem NPR 
de P 
Puyo NPR 
, PUNC 
qui C 
era VBDI^3^SG
ab P 
nós PRO^1^PL 
quant C 
faýem VBDI^1^PL
aquest D^DEM 
libre N 
. .

E CONJ 
eren VBDI^3^PL 
-hi PRO^ADV 
de P 
les D 
ciutats N 
de P 
Lèrida NPR 
, PUNC 
e CONJ 
de P 
Saragoça NPR 
, PUNC 
e CONJ 
de P 
FOL8v FOL 
Calateyó NPR 
, PUNC 
e CONJ 
de P 
Darocha NPR
e CONJ 
de P 
Terol NPR 
. .

E CONJ 
entre P 
tots D^Q 
aquests D^DEM
richs ADJ 
hòmens N 
qui C 
·ns PRO^A^1^PL
servien VBDI^3^PL 
no NEG 
havien VBDI^3^PL 
·cl· NUM 
cavalers N 
. .

Car C 
nós PRO^1^PL 
érem VBDI^1^PL
infant N
, PUNC 
que C 
no NEG 
havíem VBDI^1^PL 
mas CONJ 
·xi· NUM 
ayns N 
, PUNC 
e CONJ 
tot D^Q 
ço PRO 
que C 
fehýem VBDI^1^PL
, PUNC 
fehýem VBDS^1^PL 
ab P 
conseyl N 
d’ P 
aquels D^DEM 
richs ADJ 
hòmens N 
qui C 
eren VBDI^3^PL 
ab P 
nós PRO^1^PL 
; ; 
car C 
així ADV 
era VBDI^3^SG
rahó N
que C 
pus C
nós PRO^1^PL 
no NEG 
sabíem VBDI^1^PL 
nostra D^POS
terra N 
guiar VB 
ne CONJ+NEG 
donar VB 
aquel D^DEM 
conseyl N 
, PUNC 
que C 
mester N 
nos PRO^D^1^PL
fóra VBDS^3^SG
que C 
altre D^Q 
·ns PRO^D^1^PL
conseylàs VBDS^3^SG 
. .

E CONJ 
els D 
parens N 
e CONJ 
·ls D 
amichs N 
de P 
Don DPR 
Pero NPR 
Ferrandes NPR 
qui C 
eren VBDI^3^PL 
ab P 
nós PRO^1^PL 
enviaven VBDI^3^PL 
-los PRO^A^3^PL
a P 
dir VB 
tot D^Q 
l’ D 
ardit N
de P 
la D 
ost N 
de P 
nuyt N 
e CONJ 
de P 
dia N 
, PUNC 
que C 
cavalers N 
e CONJ 
escuders N
se PRO^RFL^3^PL
n’ PRO^ADV 
exien VBDI^3^PL 
a P 
vista N 
de P 
la D 
ost N 
, PUNC 
e CONJ 
entraven VBDI^3^PL 
laÿns ADV 
de P 
nuyt N 
e CONJ 
de P 
dia N 
e CONJ 
faÿen VBDI^3^PL
-los PRO^A^3^PL
saber VB 
tot D^Q 
l’ D 
ardit N
de P 
la D 
ost N
e CONJ 
metien VBDI^3^PL 
-los PRO^A^3^PL
-hi PRO^ADV 
balestes N 
e CONJ 
conduyt N 
. .

E CONJ 
levat P 
Don DPR 
Pero NPR 
Aonés NPR 
e CONJ 
son D^POS
frare N 
, PUNC 
Don DPR 
Palegrí NPR 
, PUNC 
e CONJ 
Don DPR 
Guillem NPR 
de P 
Poyo NPR 
, PUNC 
tan ADV 
mal ADV
e CONJ 
tan ADV 
falsament ADV 
nos PRO^A^1^PL 
hi PRO^ADV
servien VBDI^3^PL 
con C 
éls PRO^3^PL 
podien VBDI^3^PL 
, PUNC 
sí ADV 
que C 
aquels D^DEM
qui C 
eren VBDI^3^PL 
ab P 
nós PRO^1^PL 
faeren VBDI^3^PL
saber VB 
a P 
aquels D^DEM 
qui C 
eren VBDI^3^PL 
de P 
dins ADV 
la D 
nuyt N 
que C 
Don DPR 
Pelegrí NPR 
velleria VBDI^3^SG 
l’ D 
almajanech N
. .

E CONJ 
él PRO^3^SG 
e CONJ 
·N DPR 
Guillem NPR 
de P 
Poyo NPR 
foren VBDI^3^PL 
a P 
la D 
vetlla N 
aquela D^DEM 
nuyt N 
. .

E CONJ 
, PUNC 
quant C 
vench VBDI^3^SG 
a P 
la D 
hora N 
de P 
mija ADJ
nuyt N 
, PUNC 
hagren VBDI^3^PL 
appereylades VNI
ses D^POS 
fayles N 
e CONJ 
exiren VBDI^3^PL 
a P 
les D 
cledes N 
ab P 
tot D^Q 
lo D 
poder N 
dels P+D 
cavalers N 
e CONJ 
dels P+D 
escuders N 
e CONJ 
dels P+D 
hòmens N 
de P 
peu N 
qui C 
laÿns N 
eren VBDI^3^PL 
. .

E CONJ 
vengren VBDI^3^PL 
alí ADV 
, PUNC 
foch N
encès VNI
en P 
falles N 
, PUNC 
al P+D 
fenèvol N
e CONJ 
anaren VBDI^3^PL 
escometre VB 
Don DPR 
Pelegrí NPR 
e CONJ 
Don DPR 
Guillem NPR 
de P 
Poyo NPR 
, PUNC 
qui C 
tenien VBDI^3^PL 
la D 
vetla N 
. .

E CONJ 
aquels D^DEM
qui C 
eren VBDI^3^PL 
ab P 
Don DPR 
Pelegrí NPR 
e CONJ 
ab P 
Don DPR 
Guillem NPR 
de P 
Poyo NPR 
, PUNC 
per P 
la D 
gran ADJ 
multitud N 
que C 
veeren VBDI^3^PL 
venir VB 
d’ P 
aquels D^DEM 
de P 
dins ADV 
, PUNC 
desempararen VBDI^3^PL 
-los PRO^A^3^PL
. .

E CONJ 
aquí ADV 
morí VBDI^3^SG 
Don DPR 
Palegrí NPR 
d’ P 
Aonés NPR
e CONJ 
Don DPR 
Guillem NPR 
de P 
Poyo NPR 
, PUNC 
car C 
havien VBDI^3^PL 
vergonya N 
major ADJ 
que C 
·ls D 
altres PRO^Q 
, PUNC 
e CONJ 
no NEG 
volgren VBDI^3^PL 
fugir VB 
. .

E CONJ
cremaren VBDI^3^PL 
lo D 
fenèvol N 
, PUNC 
e CONJ 
anch ADV 
negú PRO^3^SG
d’ P 
aquels D^DEM 
de P 
la D 
ost N 
no NEG 
y PRO^ADV 
volgren VBDI^3^PL 
acórrer VB 
. .

E CONJ 
sobre P 
açò PRO^3^SG
, PUNC 
can C 
viren VBDI^3^PL 
nostre D^POS 
conseyl N 
que C 
nós PRO^1^PL 
érem VBDI^1^PL
enganats VNI 
e CONJ 
mal ADV
servits VNI
de P 
nostres D^POS 
hòmens N 
, PUNC 
conseylaren VBDI^3^PL 
-nos PRO^D^1^PL 
que C 
·ns PRO^RFL^1^PL
en PRO^ADV
levàssem VBDS^1^PL 
; ; 
e CONJ 
haguem VBDI^1^PL
-nos PRO^RFL^1^PL
-en PRO^ADV 
a P 
levar VB 
. .

Cor C 
aytans D^Q
cavalers N 
havia VBDI^3^SG
bé ADV 
de P 
dins ADV 
, PUNC 
o CONJ 
pus ADV 
, PUNC 
con C 
nós PRO^1^PL 
havíem VBDI^1^PL 
de P 
fora ADV
. .

E CONJ 
nós PRO^1^PL 
que C 
no NEG 
y PRO^ADV 
podíem VBDI^1^PL 
penre VB 
conseyl N 
ne CONJ+NEG
havíem VBDI^1^PL 
ab P 
qui C 
, PUNC 
car C 
no NEG 
havíem VBDI^1^PL 
sinó CONJ 
·xi· NUM 
ayns N 
. .

FOL9r FOL 
§ PUNC 
E CONJ 
quan C 
nos PRO^RFL^1^PL
fom VBDI^1^PL
levats VNI 
d’ P 
aquel D^DEM 
loch N 
, PUNC 
passat VNI 
·i· NUM 
any N
e CONJ 
mig ADJ
, PUNC 
parlà VBDI^3^SG
·ns PRO^D^1^PL 
matrimoni N 
la D 
reyna N 
dona DPR
Berenguera NPR
, PUNC 
mare N 
del P+D 
rey N 
Don DPR 
Fferrando NPR 
, PUNC 
de P 
sa D^POS 
sor N 
d’ P 
ela PRO^3^SG 
, PUNC 
que C 
havia VBDI^3^SG
nom N 
dona DPR
Lionor NPR
. .

eren VBDI^3^PL 
abdues D^Q
fiyles N 
del P+D 
rey N 
Don DPR 
Alfonso NPR 
. .

E CONJ 
eren VBDI^3^PL 
aquests D^DEM
los D 
fiyls N 
e CONJ 
les D 
fiyles N 
del P+D 
rey N 
Don DPR 
Alfonso NPR 
: : 
La VBPI^3^SG 
regina N 
Dona DPR 
Blancha NPR 
, PUNC 
e CONJ 
fo VBDI^3^SG 
muyler N 
del P+D 
rey N 
de P 
Ffrança NPR 
, PUNC 
Loís NPR
, PUNC 
e CONJ 
fiyl N 
del P+D 
rey N 
Ffelip NPR
; ; 
e CONJ 
l’ D 
altra D^Q 
fiyla N 
fo VBDI^3^SG 
Dona DPR 
Berenguera NPR 
, PUNC 
e CONJ 
fo VBDI^3^SG 
muyler N 
del P+D 
rey N 
de P 
Leó NPR 
, PUNC 
pare N 
del P+D 
rey N 
En DPR 
Fferrando NPR 
, PUNC 
qui C 
havia VBDI^3^SG
nom N 
Don DPR 
Alfonso NPR 
; ; 
e CONJ 
l’ D 
altra D^Q 
fo VBDI^3^SG 
la D 
reyna N 
Dona DPR 
Urraca NPR
, PUNC 
que C 
fo VBDI^3^SG 
regina N 
de P 
Portugal NPR
; ; 
e CONJ 
l’ D 
altra D^Q 
regina N 
fo VBDI^3^SG 
Dona DPR 
Lionor NPR
, PUNC 
la D 
qual C 
nós PRO^1^PL 
haguem VBDI^1^PL 
per P 
muyler N 
. .

E CONJ 
·ls D 
fiyls N 
que C 
·l D 
rey N 
Don DPR 
Alfonso NPR 
de P 
Castela NPR 
hagué VBDI^3^SG
ach VBDI^3^SG 
nom N 
la D 
·i· NUM 
l’ D 
infant N 
Don DPR 
Fferrando NPR 
, PUNC 
e CONJ 
l’ D 
altre D^Q 
ach VBDI^3^SG 
nom N 
N’ DPR 
Anrich NPR 
, PUNC 
qui C 
fo VBDI^3^SG 
puys ADV 
rey N 
de P 
Castella NPR 
. .

E CONJ 
l’ D 
infant N 
Don DPR 
Fferrando NPR 
morí VBDI^3^SG 
ans ADV 
que C 
·l D 
rey N 
Don DPR 
Alfonso NPR 
, PUNC 
som D^POS
pare N 
, PUNC 
morís VBPS^3^SG 
. .

E CONJ 
depuys ADV 
que C 
fo VBDI^3^SG 
mort VNI
lo D 
rey N 
Don DPR 
Alfonso NPR 
, PUNC 
faeren VBDI^3^PL 
rey N 
a P 
Don DPR 
Anrich N 
. .

E CONJ 
ab P 
·i· NUM 
trebeyl N
que C 
feÿa VBDI^3^SG 
ab P 
uns D^Q 
moços N 
donaren VBDI^3^PL 
-li PRO^D^3^SG
d’ P 
una D 
teula N 
en P 
lo D 
cap N 
·i· NUM 
d’ P 
aquels D^DEM 
qui C 
jugaven VBDI^3^PL
a P 
aquel D^DEM 
joch N 
contra P 
él PRO^3^SG 
, PUNC 
que C 
él PRO^3^SG 
los PRO^A^3^PL
partí VBDI^3^SG 
que C 
fossen VBDI^3^PL
los D 
·i· NUM
d’ P 
una D^Q
part N 
e CONJ 
él PRO^3^SG 
de P 
l’ D 
altra D^Q 
, PUNC 
e CONJ 
él PRO^3^SG 
mès VBDI^3^SG
-se PRO^RFL^3^SG
ab P 
aquels D^DEM 
qui C 
·l D 
combatien VBDI^3^PL
en P 
·i· NUM 
pug N
en P 
semblança N 
de P 
castel N 
, PUNC 
e CONJ 
él PRO^3^SG 
fo VBDI^3^SG 
ferit VNI
aquí ADV 
e CONJ 
per P 
aquel D^DEM 
colp N 
morí VBDI^3^SG 
. .

E CONJ
romàs VBDI^3^SG
lo D 
regne N 
a P 
Dona DPR 
Berenguera NPR 
, PUNC 
de P 
la D 
qual C 
fo VBDI^3^SG 
son D^POS 
fiyl N 
Don DPR 
Fferrando NPR 
, PUNC 
rey N 
de P 
Castella NPR 
. .

E CONJ 
nós PRO^1^PL 
haguem VBDI^1^PL 
per P 
muyler N 
la D 
reyna N 
Dona DPR 
Lionor NPR
per P 
conseyl N 
de P 
nostres D^POS 
hòmens N 
, PUNC 
que C 
·ns PRO^D^1^PL 
conseylaven VBDI^3^PL 
que C 
pus C
nostre D^POS 
pare N 
no NEG 
havia VBDI^3^SG
pus D^Q 
fiyl N 
sinó CONJ 
nós PRO^1^PL 
, PUNC 
que C 
prenguéssem VBDS^1^PL 
muyler N 
estan VG 
jove ADJ
, PUNC 
per P 
ço PRO 
car C 
éls PRO^3^PL 
havían VBDI^3^PL
gran ADJ 
regart N 
de P 
nostra D^POS
vida N 
per P 
rahó N
de P 
malauties N 
o CONJ 
de P 
metzines N 
que C 
·ns PRO^D^1^PL 
donassen VBDS^3^PL
, PUNC 
e CONJ 
que C 
en P 
totes D^Q 
guises N
volien VBDI^3^PL 
que C 
hereu N 
romangués VBDS^3^SG
de P 
nós PRO^1^PL 
per P 
tal ADV 
que C 
el D 
regne N 
no NEG 
exís VBPS^3^SG 
de P 
la D 
natura N 
; ; 
per P 
ço PRO 
quan C 
lo D 
comte N 
Don DPR 
Sanxo NPR 
, PUNC 
fiyl N 
del P+D 
comte N 
de P 
Barchinona NPR
, PUNC 
e CONJ 
Don DPR 
Fferrando NPR 
, PUNC 
qui C 
era VBDI^3^SG
nostre D^POS 
oncle N 
e CONJ 
fo VBDI^3^SG 
fiyl N 
del P+D 
rey N 
Don DPR 
Amfós NPR 
, PUNC 
entenien VBDI^3^PL 
cascu PRO^3^SG
FOL9v FOL 
d’ P 
éls PRO^3^PL 
que C 
fossen VBDI^3^PL
reys N
, PUNC 
que C 
ja ADV 
y PRO^ADV 
havien VBDI^3^PL 
puynat VN
en P 
nostra D^POS
ninea N 
, PUNC 
quan C 
nós PRO^1^PL 
érem VBDI^1^PL
en P 
Monsó NPR 
. .

E CONJ 
per P 
aquela D^DEM 
temor N 
conseylaren VBDI^3^PL
-nos PRO^D^1^PL 
que C 
nós PRO^1^PL 
que C 
prenguéssem VBDS^1^PL 
per P 
muyler N 
la D 
fiyla N 
del P+D 
rey N 
N’ DPR 
Amfós NPR 
de P 
Castella NPR 
. .

E CONJ 
açò PRO^3^SG
conseylà VBDI^3^SG
N’ DPR 
Exemèn NPR 
Corneyl NPR 
e CONJ 
En DPR 
Guillem NPR 
de P 
Cervera NPR 
, PUNC 
qui C 
eren VBDI^3^PL 
majors ADJ
conseylers N 
nostres D^POS 
, PUNC 
e CONJ 
En DPR 
Guillem NPR 
de P 
Muntcada NPR 
, PUNC 
qui C 
morí VBDI^3^SG 
a P 
Maylorques NPR
, PUNC 
e CONJ 
d’ P 
altres D^Q 
qui C 
a P 
nós PRO^1^PL 
no NEG 
membren VBDI^3^PL 
. .

E CONJ 
prenguem VBDI^1^PL
-la PRO^A^3^SG
per P 
muyler N 
a P 
Àgreda NPR 
. .

E CONJ 
fo VBDI^3^SG 
la D 
nostra D^POS
cavaleria N 
en P 
Sancta ADJ 
Maria NPR 
de P 
la D 
Orta NPR 
, PUNC 
de P 
Teraçona NPR 
, PUNC 
que C 
, PUNC 
oÿda VNI 
la D 
missa N 
de P 
Sent ADJ 
Esperit N 
, PUNC 
nos PRO^RFL^1^PL
ceynim VBPI^1^PL 
la D 
espasa N 
que C 
prenguem VBDI^1^PL 
de P 
sobre P 
l’ D 
altar N
. .

E CONJ 
podíem VBDI^1^PL 
laora ADV 
haver VB 
·xii· NUM 
ayns N 
complits VNI
e CONJ 
entràvem VBPI^1^PL 
en P 
lo D 
·xiii· NUM 
, PUNC 
sí ADV 
que C 
·i· NUM 
ayn N 
estiguem VBDI^1^PL 
ab P 
ela PRO^3^SG 
que C 
no NEG 
podíem VBDI^1^PL 
fer VB 
ço PRO 
que C 
·ls D 
hòmens N 
han PRO^REL 
a P 
fer VB 
ab P 
sa D^POS 
muyler N 
, PUNC 
car C 
no NEG 
havíem VBDI^1^PL 
la D 
edat N 
. .

E CONJ 
, PUNC 
feyt VNI 
aquest D^DEM 
matrimoni N 
, PUNC 
entram VBDI^1^PL 
en P 
Aragó NPR
e CONJ 
en P 
Cathalunya NPR 
, PUNC 
nós PRO^1^PL 
e CONJ 
nostra D^POS
muyler N 
la D 
reyna N 
. .

E CONJ 
cascuns D^Q 
dels P+D 
richs ADJ 
hòmens N 
punyaven VBDI^3^PL 
que C 
fossen VBDI^3^PL
nostres D^POS 
privats N 
, PUNC 
que C 
ço PRO 
que C 
nós PRO^1^PL 
faríem VBPC^1^PL 
, PUNC 
que C 
ho PRO^A^NTR 
féssem VBDS^1^PL 
a P 
conseyl N 
d’ P 
éls PRO^3^PL 
. .

E CONJ 
Don DPR 
Nuno NPR 
Sanxes NPR 
, PUNC 
fiyl N 
del P+D 
comte N 
En DPR 
Sanxo NPR 
, PUNC 
a P 
qui C 
nostre D^POS 
pare N 
havia VBDI^3^SG
dat VN 
Roseyló NPR 
e CONJ 
Conflent NPR
e CONJ 
Cerdanya NPR 
de P 
sos D^POS 
dies N 
, PUNC 
havia VBDI^3^SG
gran ADJ 
amor N 
ab P 
En DPR 
Guillem NPR 
de P 
Muntcada NPR 
. .

Per P
paraules N 
que C 
hac VBDI^3^SG 
Don DPR 
Nuno NPR 
Sanxes NPR 
ab P 
En DPR 
Guillem NPR 
de P 
Cerveyló NPR 
per P 
·i· NUM 
austor N 
terçol ADJ
que C 
no NEG 
li PRO^D^3^SG 
volch VBDI^3^SG 
dar VB 
En DPR 
Guillem NPR 
de P 
Cerveyló NPR 
, PUNC 
foren VBDI^3^PL 
mals ADJ
parladors N 
e CONJ 
dixeren VBDI^3^PL 
mal N 
entre P 
la D 
·i· NUM 
e CONJ 
l’ D 
altre D^Q 
. .

E CONJ 
dix VBDI^3^SG 
En DPR 
Guillem NPR 
de P 
Muntcada NPR 
a P 
Don DPR 
Nuno NPR 
que C 
no NEG 
volia VBDI^3^SG 
d’ P 
aquí ADV 
avant ADV 
haver VB 
amor N 
ab P 
él PRO^3^SG 
. .

E CONJ 
Don DPR 
Nuno NPR 
respòs VBDI^3^SG 
que C 
pus C 
él PRO^3^SG 
no NEG 
volia VBDI^3^SG 
sa D^POS 
amor N 
, PUNC 
que C 
él PRO^3^SG 
no NEG 
volia VBDI^3^SG 
la D 
sua D^POS 
. .

E CONJ 
dix VBDI^3^SG 
-li PRO^D^3^SG
que C 
no NEG 
·s PRO^RFL^3^SG
fiàs VBDS^3^SG 
en P 
él PRO^3^SG 
, PUNC 
que C 
no NEG 
s’ PRO^RFL^3^SG
era VBDI^3^SG
son D^POS 
amich N
d’ P 
esta D^DEM
hora N 
a P 
avant ADV 
. .

E CONJ 
lavores ADV 
En DPR 
Guillem NPR 
de P 
Muntcada NPR 
féu VBDI^3^SG 
ses D^POS 
covinençes N 
d’ P 
amor N 
ab P 
Don DPR 
Pero NPR 
Ferrandes NPR 
e CONJ 
ab P 
la D 
partida N 
sua D^POS 
. .

E CONJ 
Don DPR 
Nuno NPR 
volch VBDI^3^SG 
amor N 
haver VB 
, PUNC 
e CONJ 
ach VBDI^3^SG 
, PUNC 
ab P 
Don DPR 
Fferrando NPR 
e CONJ 
ab P 
Don DPR 
Pedro NPR 
Ahonés NPR 
e CONJ 
ab P 
sa D^POS 
partida N 
. .

E CONJ 
En DPR 
Guillem NPR 
de P 
Muntcada NPR 
e CONJ 
En DPR 
Pero NPR 
Ferràndez NPR
ajustaren VBDI^3^PL 
-se PRO^RFL^3^PL
a P 
·i_a· NUM
· .

cort N 
que C 
nós PRO^1^PL 
havíem VBDI^1^PL 
manada VNI 
a P 
Munsó NPR 
ab P 
aquels D^DEM 
que C 
haver VB 
FOL10r FOL
podíem VBDI^1^PL 
. .

E CONJ 
foren VBDI^3^PL 
bé ADV 
·ccc· NUM 
cavallers N 
, PUNC 
e CONJ 
vengren VBDI^3^PL 
a P 
una NUM
vila N 
del P+D 
Temple NPR 
que C 
hom MAN
appela VBPI^3^SG
Valtarcha NPR
. .

E CONJ 
Don DPR 
Fferrando NPR 
e CONJ 
Don DPR 
Pedro NPR 
Ahonés NPR 
ajustaren VBDI^3^PL 
-se PRO^RFL^3^PL
ab P 
lur D^POS 
bando N 
e CONJ 
vengren VBDI^3^PL 
a P 
Casteyló NPR 
del P+D 
Pont ADV 
, PUNC 
de P 
Muntsó NPR 
. .

E CONJ 
nós PRO^1^PL 
, PUNC 
qui C 
veníem VBDI^1^PL
de P 
Leyda NPR 
per P 
a P 
la D 
cort N 
a P 
Muntsó NPR 
, PUNC 
isqué VBDI^3^SG
·ns PRO^D^1^PL 
Don DPR 
Nuno NPR 
a P 
carrera N 
e CONJ 
dix VBDI^3^SG 
-nos PRO^D^1^PL 
que C 
li PRO^D^3^SG 
donàssem VBDS^1^PL
conseyl N 
e CONJ 
ajuda N 
, PUNC 
que C 
, PUNC 
si C 
