-DOCSTART- 0
: :
tant ADV
era VBDI^3^SG
gran ADJ
l’ D
estol N
. .

E CONJ
nós PRO^1^PL
moguem VBDI^1^PL
en P
la D
derreria N
de P
l’ D
estol N
en P
la D
galea N
de P
Montpestler NPR
e CONJ
faem VBDI^1^PL
recúyler VB
ben ADV
·m· NUM
hòmens N
en P
barques N
que C
volien VBDI^3^PL
anar VB
ab P
nós PRO^1^PL
, COMMA
que C
negú PRO^Q
no NEG
y PRO^ADV
passara N
. .

E CONJ
, COMMA
quant C
nós PRO^1^PL
aguem VBDI^1^PL
anat VNI
entrò P
a P
·xx· NUM
miyles N
de P
mar N
, COMMA
mudà VBDI^3^SG
·s PRO^RFL^3^SG
lo D
vent N
al P+D
lebeg N
; ;
e CONJ
vengren VBDI^3^PL
los D
còmits N
de P
la D
nostra D^POS
galea N
e CONJ
nós PRO^1^PL
ab P
acort N
dels P+D
nautxers N
e CONJ
dixeren VBDI^3^PL
: :
Seyor N
, COMMA
vostres D^POS
som VBPI^1^PL
naturals N
e CONJ
som VBPI^1^PL
-vos PRO^A^2^PL
tenguts VNI
de P
gardar VB
vostres D^POS
membres N
e CONJ
vostre D^POS
cors N
e CONJ
de P
donar VB
a P
vós PRO^2^PL
bon ADJ
conseyl N
a P
tot D^Q
nostre D^POS
saber VB
. .

E CONJ
dixeren VBDI^3^PL
: :
Aquest D^DEM
temps N
de P
lebeg N
que C
nós PRO^1^PL
havem VBPI^1^PL
no NEG
és VBPI^3^SG
nostre D^POS
ni CONJ+NEG
de P
vostre D^POS
estol N
, COMMA
ans CONJ
vos PRO^D^2^PL
és VBPI^3^SG
tant ADV
contrari ADJ
, COMMA
que C
no NEG
·n PRO^ADV
porets VBFI^2^PL
pendre VB
terra N
en P
tota D^Q
la D
yla N
de P
Maylorques NPR
. .

E CONJ
per P
nostre D^POS
conseyl N
vós PRO^2^PL
faríets VBPC^2^PL
la D
volta N
e CONJ
tornaríets VBPC^2^PL
a P
terra N
, COMMA
que C
Déus N
vos PRO^D^2^PL
darà VBFI^3^SG
temps N
en P
breu ADJ
perquè C
porets VBFI^2^PL
passar” VB
. .

E CONJ
nós PRO^1^PL
, COMMA
quant C
aguem VBDI^1^PL
hoïda VNI
la D
lur D^POS
paraula N
e CONJ
lur D^POS
conseyl N
, COMMA
dixem VBDI^1^PL
-los PRO^D^3^PL
que C
esta D^DEM
cosa N
nós PRO^1^PL
no NEG
faríem VBPC^1^PL
per P
re PRO^Q
, COMMA
car C
molts D^Q
n’ PRO^ADV
i PRO^ADV
havia VBDI^3^SG
qui C
eren VBDI^3^PL
en P
lurs D^POS
naus N
, COMMA
que C
per P
lo D
mal N
que C
·ls PRO^D^3^PL
havia VBDI^3^SG
feyt VNI
la D
mar N
se PRO^RFL^3^PL
n’ PRO^ADV
eren VBDI^3^PL
fuyts VNI
, COMMA
que C
no NEG
eren VBDI^3^PL
gosats VNI
passar VB
ab P
nós PRO^1^PL
; ;
e CONJ
, COMMA
si C
FOL33r FOL
nós PRO^1^PL
tornàvem VBDI^1^PL
en P
terra N
, COMMA
que C
·ns PRO^A^1^PL
desempararien VBPC^3^PL
, COMMA
si C
, COMMA
doncs CONJ
, COMMA
no NEG
eren VBDI^3^PL
hòmens N
de P
valor N
. .

E CONJ
nós PRO^1^PL
anam VBDI^1^PL
en P
est D^DEM
viatge N
en P
fe N
de P
Déu N
e CONJ
per P
aquels D^DEM
que C
no NEG
·l D
creen VBPI^3^PL
; ;
e CONJ
anam VBDI^1^PL
sobr’ P
éls PRO^3^PL
per P
·ii· NUM
coses N
: :
o CONJ
per P
convertir VB
-los PRO^A^3^PL
ho CONJ
per P
destruhir VB
-los PRO^A^3^PL
e CONJ
que C
tornen VBDI^3^PL
aquel D^DEM
regne N
a P
la D
fe N
de P
Nostre D^POS
Seyor N
. .

E CONJ
, COMMA
pus C
en P
nom N
d’ P
él PRO^3^SG
anam VBDI^1^PL
, COMMA
havem VBPI^1^PL
fiança N
en P
él PRO^3^SG
que C
él PRO^3^SG
nos PRO^A^1^PL
guiarà VBDI^3^SG
. .

E CONJ
sobre P
açò PRO^3^SG
, COMMA
quan C
viren VBDI^3^PL
los D
còmits N
de P
la D
galea N
que C
aquesta D^DEM
era VBDI^3^SG
nostra D^POS
volentat N
, COMMA
dixeren VBDI^3^PL
-nos PRO^D^1^PL
que C
éls PRO^3^PL
hi PRO^ADV
farien VBPC^3^PL
lur D^POS
poder N
, COMMA
e CONJ
que C
aquela D^DEM
fe N
que C
nós PRO^1^PL
hi PRO^ADV
havíem VBDI^1^PL
que C
aquela D^DEM
nos PRO^A^1^PL
guiaria VBPC^3^SG
. .

E CONJ
ja ADV
vench VBDI^3^SG
la D
ora N
del P+D
vespre N
, COMMA
e CONJ
aconseguí VBDI^3^SG
·s PRO^RFL^3^SG
la D
nau N
, COMMA
prop P
del P+D
primer ADJ^Q
son D^POS
, COMMA
d’ P
En DPR
Guillem NPR
de P
Muntcada NPR
, COMMA
que C
tenia VBDI^3^SG
la D
guia N
; ;
e CONJ
exim VBDI^1^PL
a P
la D
lanterna N
e CONJ
saludam VBDI^1^PL
-los PRO^A^3^PL
e CONJ
demanam VBDI^1^PL
-los PRO^A^3^PL
qual C
era VBDI^3^SG
la D
nau N
, COMMA
e CONJ
éls PRO^3^PL
a P
nós PRO^1^PL
, COMMA
qual C
era VBDI^3^SG
la D
galea N
; ;
e CONJ
resposeren VBDI^3^PL
los D
de P
la D
galea N
que C
era VBDI^3^SG
la D
galea N
del P+D
rey N
e CONJ
dixeren VBDI^3^PL
que C
fóssem VBDS^1^PL
bé ADV
venguts VNI
per P
·c· NUM
mília NUM
vegades N
e CONJ
dixeren VBDI^3^PL
que C
la D
lur D^POS
era VBDI^3^SG
la D
nau N
d’ P
En DPR
Guillem NPR
de P
Muntcada NPR
; ;
e CONJ
anam VBDI^1^PL
-nos PRO^RFL^1^PL
-en PRO^ADV
per P
veles N
. .

E CONJ
, COMMA
així ADV
con C
moguem VBDI^1^PL
derrers ADJ
de P
Salou N
, COMMA
al P+D
primer ADV
son N
fom VBDI^1^PL
primers ADJ
de P
tots D^Q
los D
altres D^Q
; ;
e CONJ
anam VBDI^1^PL
tota D^Q
aquela D^DEM
nuyt N
ab P
vent N
al P+D
lebeig N
. .

E CONJ
anam VBDI^1^PL
ab P
les D
orçes N
aytant ADV
con C
anar VB
poguem VBDI^1^PL
, COMMA
nós PRO^1^PL
e CONJ
tots D^Q
los D
altres D^Q
; ;
e CONJ
, COMMA
així ADV
con C
anam VBDI^1^PL
la D
nuyt N
denant P
l’ D
estol N
, COMMA
no NEG
mudam VBDI^1^PL
ne CONJ+NEG
calam VBPI^1^SG
, COMMA
e CONJ
lexam VBDI^1^PL
anar VB
la D
galea N
tant ADV
con C
podia VBDI^3^SG
anar VB
. .

E CONJ
, COMMA
quant C
fo VBDI^3^SG
entre P
ora N
nona ADJ^Q
e CONJ
vespres N
, COMMA
enfortí VBDI^3^SG
·s PRO^RFL^3^SG
la D
mar N
pel P+D
creximent N
del P+D
vent N
, COMMA
e CONJ
féu VBDI^3^SG
tanta D^Q
de P
mar N
, COMMA
que C
en P
la D
terça ADJ^Q
part N
de P
la D
galea N
de P
part N
de P
proa N
que C
passava VBDI^3^SG
dessús P
la D
aygua N
de P
les D
grans ADJ
ondes N
de P
la D
mar N
cant ADV
venien VBDI^3^PL
. .

E CONJ
can C
vench VBDI^3^SG
que C
aquesta D^DEM
mar N
haguem VBDI^1^PL
correguda VNI
, COMMA
prop P
del P+D
vespre N
, COMMA
ans ADV
que C
·l D
sol N
se PRO^RFL^3^SG
pongués VBDS^3^SG
, COMMA
cessà VBDI^3^SG
lo D
vent N
; ;
e CONJ
, COMMA
al P+D
cessar VBPI^1^PL
que C
féu VBDI^3^SG
lo D
vent ADV
, COMMA
veem VBPI^1^PL
la D
yla N
de P
Maylorques NPR
e CONJ
destriam VBDI^1^PL
la D
Palomera NPR
et FW
Sòller NPR
e CONJ
Almerug NPR
. .

E CONJ
sobre P
açò PRO^3^SG
dixeren VBDI^3^PL
que C
, COMMA
pus ADV
vehíem VBDI^1^PL
la D
yla N
, COMMA
que C
tenien VBDI^3^PL
per P
bo ADJ
que C
faéssem VBDS^1^PL
calar VB
, COMMA
si C
nós PRO^1^PL
ho PRO^A^NTR
volíem VBDI^1^PL
, COMMA
que C
, COMMA
si C
no NEG
, COMMA
FOL33v FOL
veurien VBDI^3^PL
-nos PRO^A^1^PL
de P
la D
terra N
. .

E CONJ
nós PRO^1^PL
dixem VBDI^1^PL
-los PRO^D^3^PL
que C
·ns PRO^D^1^PL
plaÿa VBDI^3^SG
e CONJ
faem VBDI^1^PL
calar VB
. .

E CONJ
, COMMA
quant C
açò PRO^3^SG
aguem VBDI^1^PL
feyt VNI
, COMMA
fo VBDI^3^SG
la D
mar N
abonançada VNI
, COMMA
e CONJ
dixeren VBDI^3^PL
-nos PRO^D^1^PL
que C
farien VBPC^3^PL
encendre VB
una D^Q
lanterna N
, COMMA
mas CONJ
havien VBDI^3^PL
paor N
que C
·ls D
veessen VBDS^3^PL
les D
guardes N
de P
Maylorques NPR
. .

E CONJ
nós PRO^1^PL
dixem VBDI^1^PL
-los PRO^D^3^PL
que C
conseyl N
hi PRO^ADV
podien VBDI^3^PL
pendre VB
: :
que C
metéssem VBDS^1^PL
de P
la D
part N
de P
la D
yla N
·i· NUM
barragà N
e CONJ
que C
metessen VBDI^3^PL
la D
lanterna N
en P
la D
prop P
, COMMA
e CONJ
que C
·l D
drap N
que C
cobrís VBDS^3^SG
de P
part N
de P
la D
montanya N
la D
lanterna N
, COMMA
e CONJ
que C
la PRO^A^3^SG
veuria VBPC^3^SG
l’ D
estol N
. .

E CONJ
dixeren VBDI^3^PL
-nos PRO^D^1^PL
que C
ho PRO^A^NTR
tenien VBDI^3^PL
per P
bo ADJ
, COMMA
e CONJ
faem VBDI^1^PL
-ho PRO^A^NTR
. .

E CONJ
nós PRO^1^PL
estan VG
ayxí ADV
, COMMA
vim VBDI^1^PL
lanternes N
en P
naus N
e CONJ
en P
galees N
algunes D^Q
; ;
e CONJ
coneguem VBDI^1^PL
que C
·ns PRO^A^1^PL
havien VBDI^3^PL
vists VNI
, COMMA
e CONJ
que C
venia VBDI^3^SG
l’ D
estol N
. .

E CONJ
, COMMA
quan C
vench VBDI^3^SG
prop P
del P+D
primer ADJ^Q
son N
, COMMA
vengueren VBDI^3^PL
-nos PRO^D^1^PL
·ii· NUM
galees N
, COMMA
e CONJ
demanam VBDI^1^PL
-los PRO^D^3^PL
de P
noves N
de P
l’ D
estol N
. .

E CONJ
dixeren VBDI^3^PL
-nos PRO^D^1^PL
que C
tot PRO^Q
venia VBDI^3^SG
així ADV
con C
podia VBDI^3^SG
venir VB
. .

E CONJ
, COMMA
quant C
vench VBDI^3^SG
a P
la D
mija ADJ
nuyt N
, COMMA
vim VBDI^1^PL
entre P
naus N
e CONJ
galees N
e CONJ
tarides N
bé ADV
·xxx· NUM
tro P
en P
·xl· PRO^3^SG
. .

E CONJ
faÿa VBDI^3^SG
bela ADJ
luna N
, COMMA
e CONJ
vench VBDI^3^SG
-nos PRO^D^1^PL
·i· NUM
oreg N
de P
vent N
de P
part N
de P
garbí N
, COMMA
e CONJ
dixem VBDI^1^PL
-los PRO^D^3^PL
nós PRO^1^PL
que C
ab P
aquel D^DEM
poríem VBPC^1^PL
anar VB
a P
Polença NPR
, COMMA
que C
així ADV
era VBDI^3^SG
estat VN
acordat VNI
, COMMA
que C
l’ D
estol N
arribàs VBDS^3^SG
a P
Polença NPR
. .

E CONJ
faem VBDI^1^PL
vela N
, COMMA
e CONJ
, COMMA
així ADV
con C
la D
vaeren VBDI^3^PL
fer VB
a P
nós PRO^1^PL
, COMMA
faeren VBDI^3^PL
-la PRO^A^3^SG
aquels D^DEM
qui C
pogueren VBDI^3^PL
veer VB
la D
nostra D^POS
vela N
, COMMA
qui C
eren VBDI^3^PL
en P
aquela D^DEM
mar N
en P
què WPRO
nós PRO^1^PL
érem VBDI^1^PL
. .

E CONJ
nós PRO^1^PL
, COMMA
que C
anàvem VBDI^1^PL
ab P
aquela D^DEM
bonança N
e CONJ
ab P
aquel D^DEM
dolç ADJ
temps N
que C
havíem VBDI^1^PL
, COMMA
vench VBDI^3^SG
·i_a· D
nuu N
contra P
vent N
, COMMA
a P
la D
Proença NPR
, COMMA
e CONJ
dix VBDI^3^SG
·i· NUM
mariner N
de P
la D
galea N
, COMMA
En DPR
Berenguer NPR
Gayran NPR
per P
nom N
, COMMA
qui C
era VBDI^3^SG
còmit N
: :
No NEG
m’ P
asaut VBPI^1^SG
d’ P
aquela D^DEM
nuu N
que C
veg VBPI^1^SG
de P
part N
de P
vent N
de P
Proença NPR
. .

E CONJ
ell PRO^3^SG
manà VBDI^3^SG
que C
estiguessen VBDS^3^PL
los D
mariners N
apparaylats VNI
, COMMA
los D
uns D^Q
a P
la D
puja VBPS^3^SG
, COMMA
los D
altres D^Q
a P
la D
orça N
de P
popa N
, COMMA
e CONJ
·ls D
altres D^Q
a P
la D
orça N
de P
proa N
. .

E CONJ
, COMMA
quant C
ach VBDI^3^SG
ordenada VNI
sa D^POS
galea N
, COMMA
que C
estiguessen VBDS^3^PL
apparaylats VNI
, COMMA
vench VBDI^3^SG
lo D
vent N
de P
sobre P
part N
de P
la D
vela N
; ;
e CONJ
, COMMA
al P+D
venir VB
del P+D
vent N
, COMMA
cridà VBDI^3^SG
·l D
còmit N
: :
Cala N
, COMMA
cala! VG
E CONJ
les D
naus N
e CONJ
els D
leyns N
que C
venien VBDI^3^PL
entorn P
de P
nós PRO^1^PL
foren VBDI^3^PL
en P
gran ADJ
enbarch N
e CONJ
en P
FOL34r FOL
gran ADJ
pena N
de P
calor N
. .

E CONJ
havia VBDI^3^SG
gran ADJ
crida N
entre P
éls PRO^3^PL
, COMMA
car C
lo D
vent N
los D
vench VBDI^3^SG
soptosament ADV
, COMMA
car C
era VBDI^3^SG
belúmena N
. .

E CONJ
calam VBDI^1^PL
nós PRO^1^PL
e CONJ
tots D^Q
los D
altres D^Q
, COMMA
e CONJ
féu VBDI^3^SG
mala ADJ
mar N
, COMMA
que C
referia VBDI^3^SG
aquest D^DEM
vent N
a P
la D
Proença NPR
al P+D
vent N
de P
libeig N
que C
feyt VNI
havia VBDI^3^SG
. .

E CONJ
totes D^Q
les D
naus N
e CONJ
les D
galees N
e CONJ
els D
leyns N
que C
eren VBDI^3^PL
entorn P
de P
nós PRO^1^PL
e CONJ
en P
l’ D
estol N
estigueren VBDI^3^PL
a P
arbre N
sech N
. .

E CONJ
d’ P
aquel D^DEM
vent N
a P
la D
Proença NPR
féu VBDI^3^SG
mala ADJ
mar N
, COMMA
e CONJ
nuyl D^Q
hom N
en P
la D
galea N
en P
què WPRO
nós PRO^1^PL
érem VBDI^1^PL
no NEG
parlava VBDI^3^SG
ne CONJ+NEG
deÿa VBDI^3^SG
re PRO^Q
, COMMA
e CONJ
estaven VBDI^3^PL
tuyt PRO^Q
suau ADV
; ;
e CONJ
anaven VBDI^3^PL
los D
leyns N
en P
roda N
. .

E CONJ
nós PRO^1^PL
, COMMA
quan C
vim VBDI^1^PL
aquest D^DEM
peryl N
, COMMA
haguem VBDI^1^PL
gran ADJ
desconort N
, COMMA
mas CONJ
tornam VBDI^1^PL
-nos PRO^RFL^1^PL
a P
Nostre D^POS
Seyor N
e CONJ
a P
la D
sua D^POS
Mare NPR
e CONJ
faem VBDI^1^PL
aytal D^DEM
oració N
: :
Seyor N
Déus N
, COMMA
ben ADV
conexem VBPI^1^PL
que C
·ns PRO^D^1^PL
has VBDS^3^SG
feyt VNI
rey N
de P
la D
terra N
e CONJ
dels P+D
béns N
que C
nostre D^POS
pare N
tenia VBDI^3^SG
per P
la D
tua D^POS
gràcia N
, COMMA
e CONJ
anch ADV
no NEG
començam VBPI^1^SG
gran ADJ
feyt N
ni CONJ+NEG
periylós ADJ
tro P
aquesta D^DEM
saó N
. .

E CONJ
jassia C
que C
la D
ajuda N
vostra D^POS
hajam VBPS^1^PL
sentida VNI
, COMMA
del P+D
nostre D^POS
naximent N
entrò P
a P
ara ADV
, COMMA
e CONJ
ajats VBPS^2^PL
-nos PRO^D^1^PL
honrats VNI
dels P+D
nostres D^POS
mals N
hòmens N
qui C
ab P
nós PRO^1^PL
volien VBDI^3^PL
contrastar VB
, COMMA
ara ADV
, COMMA
Seyor N
, COMMA
Creador N
meu D^POS
, COMMA
ajudats VBI^2^PL
-me PRO^RFL^1^SG
, COMMA
si C
a P
vós PRO^2^PL
ve VBPI^3^SG
en P
plaer N
, COMMA
en P
aquest D^DEM
tan ADV
gran ADJ
peryl N
: :
que C
tan ADV
bon ADJ
feyt N
con C
yo PRO^1^SG
hé VBPI^1^SG
començat VNI
no NEG
·s PRO^RFL^3^SG
pusca VBPS^3^SG
perdre VB
, COMMA
car C
no NEG
·l PRO^A^3^SG
perdria VBPC^3^SG
jo PRO^1^SG
tan ADV
solament ADV
, COMMA
mas CONJ
vós PRO^2^PL
lo D
perdríets VBPC^2^PL
majorment ADV
; ;
car C
jo PRO^1^SG
vag VBPI^1^SG
en P
aquest D^DEM
viatge N
per P
exalçar VB
la D
fe N
que C
vós PRO^2^PL
nos PRO^D^1^PL
havets VBPI^2^PL
donada VNI
e CONJ
per P
baxar VB
e CONJ
per P
destruir VB
aquels D^DEM
que C
no NEG
creen VBDI^3^PL
en P
vós PRO^2^PL
. .

E CONJ
, COMMA
donchs CONJ
, COMMA
ver ADJ
Déus N
e CONJ
poderós ADJ
, COMMA
vós PRO^2^PL
me PRO^A^1^SG
podets VBPI^2^PL
gardar VB
d’ P
aquest D^DEM
peril N
e CONJ
fer VB
complir VB
la D
mia D^POS
volentat N
que C
hé VBPI^1^SG
per P
servir VB
a P
vós PRO^2^PL
. .

E CONJ
deu VBPI^3^SG
-vos PRO^D^2^PL
membrar VB
de P
nós PRO^1^PL
, COMMA
que C
anch ADV
nuyla D^Q
re N
no NEG
us PRO^A^2^PL
clamà VBDI^3^SG
merçè N
, COMMA
que C
no NEG
la PRO^A^3^SG
trobàs VBDS^3^SG
en P
vós PRO^2^PL
, COMMA
e CONJ
majorment ADV
aquels D^DEM
que C
us PRO^A^2^PL
han VBPI^3^PL
en P
cor N
de P
servir VB
e CONJ
traen VBPI^3^PL
mal N
per P
vós PRO^2^PL
; ;
e CONJ
yo PRO^1^SG
só VBPI^1^SG
d’ P
aquels D^DEM
. .

E CONJ
, COMMA
Seyor N
, COMMA
membre VBI^2^SG
-us PRO^D^2^PL
de P
tanta D^Q
gent N
que C
va VBPI^3^SG
ab P
mi PRO^D^1^SG
per P
servir VB
-vos PRO^A^2^PL
. .

E CONJ
, COMMA
vós PRO^2^PL
, COMMA
Mare NPR
de P
Déu N
, COMMA
que C
sóts VBPI^2^PL
pont N
e CONJ
pas N
dels P+D
pecadors N
, COMMA
prech VBPI^1^SG
-vos PRO^D^2^PL
per P
los D
·vii· NUM
alegries N
e CONJ
per P
les D
·vii· NUM
dolors N
que C
FOL34v FOL
hagués VBDS^3^SG
del P+D
vostre D^POS
car ADJ
Fiyl N
, COMMA
que C
us PRO^D^2^PL
membre VBPI^3^SG
de P
mi PRO^D^1^SG
en P
pregar VB
al P+D
vostre D^POS
car ADJ
Fiyl N
que C
él PRO^3^SG
me PRO^A^1^SG
storça VBPS^3^SG
d’ P
esta D^DEM
pena N
e CONJ
d’ P
aquest D^DEM
periyl N
en P
què WPRO
yo PRO^1^SG
só VBPI^1^SG
, COMMA
e CONJ
aquels D^DEM
qui C
van VBPI^3^PL
ab P
mi PRO^D^1^SG
. .

E CONJ
, COMMA
feyta VNI
aquesta D^DEM
oració N
, COMMA
vench VBDI^3^SG
-nos PRO^D^1^PL
·i· NUM
pensament N
: :
que C
així ADV
con C
era VBDI^3^SG
acordat VNI
per P
los D
nobles ADJ
barons N
e CONJ
per P
aquels D^DEM
qui C
sabien VBDI^3^PL
de P
mar N
que C
arribàssem VBDS^1^PL
a P
Polença NPR
e CONJ
nós PRO^1^PL
que C
demanàssem VBDS^1^PL
en P
aquela D^DEM
galea N
on C
nós PRO^1^PL
anàvem VBDI^1^PL
si C
havia VBDI^3^SG
negun D^Q
hom N
qui C
fos VBDS^3^SG
estat VNI
en P
Maylorques NPR
ni CONJ+NEG
en P
la D
yla N
. .

E CONJ
, COMMA
quan C
aquesta D^DEM
paraula N
haguem VBDI^1^PL
demanada VNI
, COMMA
respòs VBDI^3^SG
-nos PRO^D^1^PL
En DPR
Berenguer NPR
Gayran NPR
, COMMA
còmit N
de P
la D
galea N
, COMMA
que C
ell PRO^3^SG
havia VBDI^3^SG
estat VN
en P
la D
terra N
. .

E CONJ
demanam VBDI^1^PL
-li PRO^D^3^SG
quiyns WADJ
ports N
havia VBDI^3^SG
de P
prop P
de P
la D
ciutat N
, COMMA
de P
part N
en P
ves P
Cathalunya NPR
. .

dix VBDI^3^SG
-nos PRO^D^1^PL
que C
aquí ADV
havia VBDI^3^SG
·i· NUM
puig N
luny ADV
de P
la D
ciutat N
, COMMA
·iii· NUM
legües N
per P
terra N
e CONJ
per P
mar N
·xx· NUM
miles N
, COMMA
e CONJ
aquel D^DEM
puig N
havia VBDI^3^SG
nom N
la D
Dragonera NPR
, COMMA
e CONJ
no NEG
·s PRO^RFL^3^SG
tenia VBDI^3^SG
ab P
la D
terra N
ferma VNI
de P
Maylorques NPR
, COMMA
e CONJ
que C
hi PRO^ADV
havia VBDI^3^SG
·i· NUM
pou N
d’ P
aygua N
dolç ADJ
; ;
e CONJ
, COMMA
quan C
él PRO^3^SG
hi PRO^ADV
fo VBDI^3^SG
una D^Q
vegada N
, COMMA
los D
seus D^POS
mariners N
ne CONJ+NEG
tragueren VBDI^3^PL
aygua N
. .

E CONJ
prop P
de P
la D
terra N
havia VBDI^3^SG
·i· NUM
puget N
que C
no NEG
·s PRO^RFL^3^SG
tenia VBDI^3^SG
ab P
la D
terra N
, COMMA
que C
havia VBDI^3^SG
nom N
Pantaleu NPR
; ;
e CONJ
havia VBDI^3^SG
de P
la D
terra N
tro P
a P
aquel D^DEM
puget N
·i· NUM
gran ADJ
tret N
de P
balesta N
. .

E CONJ
nós PRO^1^PL
dixem VBDI^1^PL
-li PRO^D^3^SG
: :
Donchs ADV
, COMMA
¿ ¿
per P
què WPRO
demanam VBPI^1^PL
nós PRO^1^PL
altre D^Q
loch N
en P
què WPRO
arribem VBPI^1^PL
, COMMA
sinó CONJ
en P
aquel D^DEM
, COMMA
pus C
ayga VBPC^3^SG
dolç ADJ
hi PRO^ADV
havem VBPI^1^PL
e CONJ
que C
hajam VBPS^1^PL
bon ADJ
port N
en P
què WPRO
poran VBFI^3^SG
refrescar VB
los D
cavals N
a P
pesar VB
dels P+D
sarrahins N
? ?
e CONJ
aquí ADV
venrà VBFI^3^SG
tot D^Q
nostre D^POS
estol N
, COMMA
e CONJ
aquí ADV
porem VBFI^1^PL
fer VB
bon ADJ
ardit N
a P
qual C
part N
nós PRO^1^PL
vuylam” VBPS^1^PL
. .

E CONJ
dixem VBDI^1^PL
-los PRO^D^3^PL
que C
faessen VBDS^3^PL
vela N
ab P
lo D
vent N
de P
Proença NPR
, COMMA
e CONJ
ab P
aquel D^DEM
vent N
que C
y PRO^ADV
porien VBPC^3^PL
entrar VB
. .

E CONJ
faem VBDI^1^PL
vela N
e CONJ
dixem VBDI^1^PL
a P
la D
galea N
que C
dixés VBDS^3^SG
a P
les D
naus N
que C
faessen VBDS^3^PL
vela N
, COMMA
que C
nós PRO^1^PL
érem VBDI^1^PL
aquels D^DEM
que C
havíem VBDI^1^PL
feyta VNI
vela N
, COMMA
e CONJ
que C
·ns PRO^A^1^PL
seguissen VBDS^3^PL
tots PRO^Q
al P+D
port N
de P
la D
Palomera NPR
. .

E CONJ
faeren VBDI^3^PL
sempre ADV
tots PRO^Q
vela N
can C
a P
nós PRO^1^PL
la PRO^A^3^SG
veeren VBDI^3^PL
fer VB
. .

E CONJ
vejats VBI^2^PL
la D
virtut N
de P
Déu N
cal WADJ
és VBPI^3^SG
: :
que C
ab P
aquel D^DEM
vent N
que C
nós PRO^1^PL
anàvem VBDI^1^PL
a P
Maylorques NPR
FOL35r FOL
no NEG
poguérem VBDI^1^PL
pendre VB
a P
Polença NPR
, COMMA
així ADV
con C
era VBDI^3^SG
emprès VNI
; ;
e CONJ
ço PRO^3^SG
que C
cuydàvem VBDI^1^PL
que C
·ns PRO^D^1^PL
fos VBDS^3^SG
contrari ADJ
nos PRO^A^1^PL
ajudà VBDI^3^SG
: :
que C
aquels D^DEM
leyns N
que C
eren VBDI^3^PL
àvols ADJ
d’ P
orçes N
tornaren VBDI^3^PL
tots PRO^Q
ab P
aquel D^DEM
vent N
a P
la D
Palomera NPR
, COMMA
on C
nós PRO^1^PL
érem VBDI^1^PL
, COMMA
que C
anch ADV
leny N
ni CONJ+NEG
barcha N
no NEG
s’ PRO^RFL^3^SG
í PRO^ADV
perdé VBDI^1^SG
ni CONJ+NEG
·n PRO^ADV
falí VBDI^3^SG
negú PRO^Q
. .

E CONJ
entram VBDI^1^PL
lo D
primer ADJ^Q
divenres N
de P
setembre N
al P+D
port N
de P
la D
Palomera NPR
e CONJ
entrò P
al P+D
dissapte N
a P
la D
nuyt N
haguem VBDI^1^PL
tots D^Q
nostres D^POS
leyns N
cobrats VNI
. .

E CONJ
, COMMA
quan C
vench VBDI^3^SG
lo D
dissapte N
, COMMA
enviam VBDI^1^PL
per P
nostres D^POS
nobles N
, COMMA
ço PRO^3^SG
és VBPI^3^SG
, COMMA
per P
Don DPR
Nuno NPR
e CONJ
per P
lo D
comte N
d’ P
Ampúries NPR
e CONJ
per P
En DPR
Guillem NPR
de P
Muntcada NPR
e CONJ
per P
los D
altres D^Q
qui C
eren VBDI^3^PL
en P
la D
ost N
; ;
e CONJ
haguem VBDI^1^PL
-hi PRO^ADV
dels P+D
còmits N
de P
les D
naus N
d’ P
aquels D^DEM
qui C
eren VBDI^3^PL
de P
major ADJ
auctoritat N
. .

E CONJ
fo VBDI^3^SG
lo D
conseyl N
aytal D^DEM
: :
que C
enviassen VBDS^3^PL
Don DPR
Nuno NPR
en P
una D^Q
galea N
que C
era VBDI^3^SG
sua D^POS
e CONJ
En DPR
Ramon NPR
de P
Muntcada NPR
en P
la D
galea N
de P
Tortosa NPR
, COMMA
e CONJ
que C
anassen VBDS^3^PL
riba P
mar N
con C
qui C
va VBPI^3^SG
contra P
Maylorques NPR
, COMMA
e CONJ
alí ADV
hon C
éls PRO^3^PL
estimarien VBPC^3^PL
que C
fos VBDS^3^SG
bo ADJ
a P
l’ D
estol N
arribar VB
, COMMA
que C
alí ADV
arribàssem VBDS^1^PL
. .

E CONJ
trobaren VBDI^3^PL
·i· NUM
loch N
qui C
havia VBDI^3^SG
nom N
Sancta ADJ
Ponsa NPR
e CONJ
estimaren VBDI^3^PL
que C
alí ADV
era VBDI^3^SG
bon ADJ
loch N
d’ P
arribar VB
, COMMA
e CONJ
que C
y PRO^ADV
havia VBDI^3^SG
·i· NUM
pug N
e CONJ
prop P
de P
la D
mar N
, COMMA
e CONJ
ab P
·d· NUM
hòmens N
que C
y PRO^ADV
poguéssem VBDS^1^PL
pujar VB
, COMMA
no NEG
haurien VBPC^3^PL
paor N
que C
·l D
perdessen VBDS^3^PL
, COMMA
ans CONJ
seria VBPC^3^SG
arribat VNI
tot D^Q
l’ D
estol N
. .

E CONJ
fo VBDI^3^SG
ayxí ADV
emprès VNI
: :
que C
·l D
dimenge N
repossassen VBDS^3^PL
en P
aquel D^DEM
pug N
del P+D
Pantaleu NPR
. .

